id,nb_of_available_parking_spaces,ferme,parking_id,date
253,200,f,LPA0740,2024-12-03 11:23:08
254,260,f,LPA0706,2024-12-03 11:23:08
255,97,f,LPA0756,2024-12-03 11:23:08
256,183,f,LPA0752,2024-12-03 11:23:08
257,357,f,LPA0754,2024-12-03 11:23:08
258,296,f,LPA0746,2024-12-03 11:23:08
259,79,f,LPA0751,2024-12-03 11:23:08
260,102,f,LPA0732,2024-12-03 11:23:08
261,872,f,LPA0750,2024-12-03 11:23:08
262,633,f,LPA0749,2024-12-03 11:23:08
263,118,f,LPA0759,2024-12-03 11:23:08
264,180,f,LPA0737,2024-12-03 11:23:08
265,453,f,LPA0768,2024-12-03 11:23:08
266,226,f,LPA0724,2024-12-03 11:23:08
267,70,f,LPA0755,2024-12-03 11:23:08
268,189,f,LPA0729,2024-12-03 11:23:08
269,193,f,LPA0776,2024-12-03 11:23:08
270,144,f,LPA0731,2024-12-03 11:23:08
271,744,f,LPA0758,2024-12-03 11:23:08
272,295,f,LPA0765,2024-12-03 11:23:08
273,114,f,LPA0703,2024-12-03 11:23:08
274,149,f,LPA0739,2024-12-03 11:23:08
275,89,f,LPA0764,2024-12-03 11:23:08
276,147,f,LPA0777,2024-12-03 11:23:08
277,385,f,LPA0716,2024-12-03 11:23:08
278,66,f,LPA0702,2024-12-03 11:23:08
279,268,f,LPA0766,2024-12-03 11:23:08
280,80,f,LPA0751,2024-12-03 11:24:07
281,873,f,LPA0750,2024-12-03 11:24:07
282,634,f,LPA0749,2024-12-03 11:24:07
283,117,f,LPA0759,2024-12-03 11:24:07
284,182,f,LPA0737,2024-12-03 11:24:07
285,454,f,LPA0768,2024-12-03 11:24:07
286,225,f,LPA0724,2024-12-03 11:24:07
287,69,f,LPA0755,2024-12-03 11:24:07
288,188,f,LPA0729,2024-12-03 11:24:07
289,192,f,LPA0776,2024-12-03 11:24:07
290,143,f,LPA0731,2024-12-03 11:24:07
291,743,f,LPA0758,2024-12-03 11:24:07
292,115,f,LPA0703,2024-12-03 11:24:07
293,151,f,LPA0739,2024-12-03 11:24:07
294,90,f,LPA0764,2024-12-03 11:24:07
295,266,f,LPA0766,2024-12-03 11:24:07
296,297,f,LPA0746,2024-12-03 11:25:11
297,99,f,LPA0732,2024-12-03 11:25:11
298,452,f,LPA0768,2024-12-03 11:25:11
299,224,f,LPA0724,2024-12-03 11:25:11
300,191,f,LPA0776,2024-12-03 11:25:11
301,141,f,LPA0731,2024-12-03 11:25:11
302,744,f,LPA0758,2024-12-03 11:25:11
303,296,f,LPA0765,2024-12-03 11:25:11
304,149,f,LPA0739,2024-12-03 11:25:11
305,91,f,LPA0764,2024-12-03 11:25:11
306,264,f,LPA0766,2024-12-03 11:25:11
307,95,f,LPA0756,2024-12-03 11:26:09
308,184,f,LPA0752,2024-12-03 11:26:09
309,79,f,LPA0751,2024-12-03 11:26:09
310,874,f,LPA0750,2024-12-03 11:26:09
311,223,f,LPA0724,2024-12-03 11:26:09
312,185,f,LPA0729,2024-12-03 11:26:09
313,139,f,LPA0731,2024-12-03 11:26:09
314,114,f,LPA0703,2024-12-03 11:26:09
315,151,f,LPA0739,2024-12-03 11:26:09
316,67,f,LPA0702,2024-12-03 11:26:09
317,259,f,LPA0706,2024-12-03 11:27:08
318,94,f,LPA0756,2024-12-03 11:27:08
319,185,f,LPA0752,2024-12-03 11:27:08
320,98,f,LPA0732,2024-12-03 11:27:08
321,872,f,LPA0750,2024-12-03 11:27:08
322,183,f,LPA0737,2024-12-03 11:27:08
323,453,f,LPA0768,2024-12-03 11:27:08
324,184,f,LPA0729,2024-12-03 11:27:08
325,143,f,LPA0731,2024-12-03 11:27:08
326,743,f,LPA0758,2024-12-03 11:27:08
327,294,f,LPA0765,2024-12-03 11:27:08
328,113,f,LPA0703,2024-12-03 11:27:08
329,152,f,LPA0739,2024-12-03 11:27:08
330,90,f,LPA0764,2024-12-03 11:27:08
331,65,f,LPA0702,2024-12-03 11:27:08
332,265,f,LPA0766,2024-12-03 11:27:08
333,258,f,LPA0706,2024-12-03 11:28:08
334,93,f,LPA0756,2024-12-03 11:28:08
335,186,f,LPA0752,2024-12-03 11:28:08
336,356,f,LPA0754,2024-12-03 11:28:08
337,78,f,LPA0751,2024-12-03 11:28:08
338,1,f,LPA0738,2024-12-03 11:28:08
339,119,f,LPA0759,2024-12-03 11:28:08
340,182,f,LPA0737,2024-12-03 11:28:08
341,222,f,LPA0724,2024-12-03 11:28:08
342,71,f,LPA0755,2024-12-03 11:28:08
343,192,f,LPA0776,2024-12-03 11:28:08
344,142,f,LPA0731,2024-12-03 11:28:08
345,114,f,LPA0703,2024-12-03 11:28:08
346,149,f,LPA0739,2024-12-03 11:28:08
347,66,f,LPA0702,2024-12-03 11:28:08
348,264,f,LPA0766,2024-12-03 11:28:08
349,118,f,LPA0759,2024-12-03 11:29:09
350,220,f,LPA0724,2024-12-03 11:29:09
351,138,f,LPA0731,2024-12-03 11:29:09
352,292,f,LPA0765,2024-12-03 11:29:09
353,113,f,LPA0703,2024-12-03 11:29:09
354,148,f,LPA0739,2024-12-03 11:29:09
355,146,f,LPA0777,2024-12-03 11:29:09
356,64,f,LPA0702,2024-12-03 11:29:09
357,266,f,LPA0766,2024-12-03 11:29:09
358,185,f,LPA0752,2024-12-03 11:30:10
359,298,f,LPA0746,2024-12-03 11:30:10
360,79,f,LPA0751,2024-12-03 11:30:10
361,873,f,LPA0750,2024-12-03 11:30:10
362,183,f,LPA0737,2024-12-03 11:30:10
363,454,f,LPA0768,2024-12-03 11:30:10
364,219,f,LPA0724,2024-12-03 11:30:10
365,70,f,LPA0755,2024-12-03 11:30:10
366,186,f,LPA0729,2024-12-03 11:30:10
367,139,f,LPA0731,2024-12-03 11:30:10
368,742,f,LPA0758,2024-12-03 11:30:10
369,290,f,LPA0765,2024-12-03 11:30:10
370,112,f,LPA0703,2024-12-03 11:30:10
371,142,f,LPA0739,2024-12-03 11:30:10
372,92,f,LPA0764,2024-12-03 11:30:10
373,62,f,LPA0702,2024-12-03 11:30:10
374,264,f,LPA0766,2024-12-03 11:30:10
375,256,f,LPA0706,2024-12-03 11:31:10
376,186,f,LPA0752,2024-12-03 11:31:10
377,296,f,LPA0746,2024-12-03 11:31:10
378,182,f,LPA0737,2024-12-03 11:31:10
379,220,f,LPA0724,2024-12-03 11:31:10
380,188,f,LPA0729,2024-12-03 11:31:10
381,140,f,LPA0731,2024-12-03 11:31:10
382,289,f,LPA0765,2024-12-03 11:31:10
383,141,f,LPA0739,2024-12-03 11:31:10
384,90,f,LPA0764,2024-12-03 11:31:10
385,384,f,LPA0716,2024-12-03 11:31:10
386,262,f,LPA0766,2024-12-03 11:31:10
387,201,f,LPA0740,2024-12-03 11:32:11
388,254,f,LPA0706,2024-12-03 11:32:11
389,91,f,LPA0756,2024-12-03 11:32:11
390,357,f,LPA0754,2024-12-03 11:32:11
391,97,f,LPA0732,2024-12-03 11:32:11
392,219,f,LPA0724,2024-12-03 11:32:11
393,139,f,LPA0731,2024-12-03 11:32:11
394,290,f,LPA0765,2024-12-03 11:32:11
395,111,f,LPA0703,2024-12-03 11:32:11
396,88,f,LPA0764,2024-12-03 11:32:11
397,144,f,LPA0777,2024-12-03 11:32:11
398,58,f,LPA0702,2024-12-03 11:32:11
399,263,f,LPA0766,2024-12-03 11:32:11
400,253,f,LPA0706,2024-12-03 11:33:09
401,92,f,LPA0756,2024-12-03 11:33:09
402,295,f,LPA0746,2024-12-03 11:33:09
403,98,f,LPA0732,2024-12-03 11:33:09
404,874,f,LPA0750,2024-12-03 11:33:09
405,119,f,LPA0759,2024-12-03 11:33:09
406,183,f,LPA0737,2024-12-03 11:33:09
407,218,f,LPA0724,2024-12-03 11:33:09
408,140,f,LPA0731,2024-12-03 11:33:09
409,741,f,LPA0758,2024-12-03 11:33:09
410,289,f,LPA0765,2024-12-03 11:33:09
411,112,f,LPA0703,2024-12-03 11:33:09
412,135,f,LPA0739,2024-12-03 11:33:09
413,386,f,LPA0716,2024-12-03 11:33:09
414,59,f,LPA0702,2024-12-03 11:33:09
415,262,f,LPA0766,2024-12-03 11:33:09
416,251,f,LPA0706,2024-12-03 11:34:12
417,90,f,LPA0756,2024-12-03 11:34:12
418,185,f,LPA0752,2024-12-03 11:34:12
419,78,f,LPA0751,2024-12-03 11:34:12
420,0,f,LPA0738,2024-12-03 11:34:12
421,875,f,LPA0750,2024-12-03 11:34:12
422,118,f,LPA0759,2024-12-03 11:34:12
423,184,f,LPA0737,2024-12-03 11:34:12
424,453,f,LPA0768,2024-12-03 11:34:12
425,219,f,LPA0724,2024-12-03 11:34:12
426,69,f,LPA0755,2024-12-03 11:34:12
427,191,f,LPA0776,2024-12-03 11:34:12
428,138,f,LPA0731,2024-12-03 11:34:12
429,290,f,LPA0765,2024-12-03 11:34:12
430,138,f,LPA0739,2024-12-03 11:34:12
431,89,f,LPA0764,2024-12-03 11:34:12
432,143,f,LPA0777,2024-12-03 11:34:12
433,387,f,LPA0716,2024-12-03 11:34:12
434,250,f,LPA0706,2024-12-03 11:35:14
435,633,f,LPA0749,2024-12-03 11:35:14
436,117,f,LPA0759,2024-12-03 11:35:14
437,185,f,LPA0737,2024-12-03 11:35:14
438,454,f,LPA0768,2024-12-03 11:35:14
439,217,f,LPA0724,2024-12-03 11:35:14
440,192,f,LPA0776,2024-12-03 11:35:14
441,139,f,LPA0731,2024-12-03 11:35:14
442,109,f,LPA0703,2024-12-03 11:35:14
443,140,f,LPA0739,2024-12-03 11:35:14
444,58,f,LPA0702,2024-12-03 11:35:14
445,252,f,LPA0706,2024-12-03 11:36:11
446,356,f,LPA0754,2024-12-03 11:36:11
447,77,f,LPA0751,2024-12-03 11:36:11
448,631,f,LPA0749,2024-12-03 11:36:11
449,115,f,LPA0759,2024-12-03 11:36:11
450,186,f,LPA0737,2024-12-03 11:36:11
451,216,f,LPA0724,2024-12-03 11:36:11
452,72,f,LPA0755,2024-12-03 11:36:11
453,187,f,LPA0729,2024-12-03 11:36:11
454,137,f,LPA0731,2024-12-03 11:36:11
455,740,f,LPA0758,2024-12-03 11:36:11
456,202,f,LPA0740,2024-12-03 13:04:10
457,218,f,LPA0706,2024-12-03 13:04:10
458,74,f,LPA0756,2024-12-03 13:04:10
459,192,f,LPA0752,2024-12-03 13:04:10
460,356,f,LPA0754,2024-12-03 13:04:10
461,267,f,LPA0746,2024-12-03 13:04:10
462,61,f,LPA0751,2024-12-03 13:04:10
463,12,f,LPA0738,2024-12-03 13:04:10
464,76,f,LPA0732,2024-12-03 13:04:10
465,845,f,LPA0750,2024-12-03 13:04:10
466,636,f,LPA0749,2024-12-03 13:04:10
467,89,f,LPA0759,2024-12-03 13:04:10
468,168,f,LPA0737,2024-12-03 13:04:10
469,436,f,LPA0768,2024-12-03 13:04:10
470,170,f,LPA0724,2024-12-03 13:04:10
471,78,f,LPA0755,2024-12-03 13:04:10
472,171,f,LPA0729,2024-12-03 13:04:10
473,197,f,LPA0776,2024-12-03 13:04:10
474,56,f,LPA0731,2024-12-03 13:04:10
475,753,f,LPA0758,2024-12-03 13:04:10
476,270,f,LPA0765,2024-12-03 13:04:10
477,38,f,LPA0703,2024-12-03 13:04:10
478,125,f,LPA0739,2024-12-03 13:04:10
479,60,f,LPA0764,2024-12-03 13:04:10
480,124,f,LPA0777,2024-12-03 13:04:10
481,401,f,LPA0716,2024-12-03 13:04:10
482,211,f,LPA0766,2024-12-03 13:04:10
483,73,f,LPA0756,2024-12-03 13:05:11
484,191,f,LPA0752,2024-12-03 13:05:11
485,60,f,LPA0751,2024-12-03 13:05:11
486,844,f,LPA0750,2024-12-03 13:05:11
487,171,f,LPA0724,2024-12-03 13:05:11
488,80,f,LPA0755,2024-12-03 13:05:11
489,196,f,LPA0776,2024-12-03 13:05:11
490,57,f,LPA0731,2024-12-03 13:05:11
491,752,f,LPA0758,2024-12-03 13:05:11
492,271,f,LPA0765,2024-12-03 13:05:11
493,37,f,LPA0703,2024-12-03 13:05:11
494,127,f,LPA0739,2024-12-03 13:05:11
495,59,f,LPA0764,2024-12-03 13:05:11
496,2,f,LPA0702,2024-12-03 13:05:11
497,210,f,LPA0766,2024-12-03 13:05:11
498,74,f,LPA0756,2024-12-03 13:06:12
499,59,f,LPA0751,2024-12-03 13:06:12
500,11,f,LPA0738,2024-12-03 13:06:12
501,842,f,LPA0750,2024-12-03 13:06:12
502,167,f,LPA0737,2024-12-03 13:06:12
503,170,f,LPA0724,2024-12-03 13:06:12
504,172,f,LPA0729,2024-12-03 13:06:12
505,58,f,LPA0731,2024-12-03 13:06:12
506,270,f,LPA0765,2024-12-03 13:06:12
507,126,f,LPA0739,2024-12-03 13:06:12
508,0,f,LPA0702,2024-12-03 13:06:12
509,219,f,LPA0706,2024-12-03 13:07:10
510,268,f,LPA0746,2024-12-03 13:07:10
511,10,f,LPA0738,2024-12-03 13:07:10
512,166,f,LPA0737,2024-12-03 13:07:10
513,437,f,LPA0768,2024-12-03 13:07:10
514,171,f,LPA0729,2024-12-03 13:07:10
515,60,f,LPA0731,2024-12-03 13:07:10
516,754,f,LPA0758,2024-12-03 13:07:10
517,36,f,LPA0703,2024-12-03 13:07:10
518,60,f,LPA0764,2024-12-03 13:07:10
519,400,f,LPA0716,2024-12-03 13:07:10
520,211,f,LPA0766,2024-12-03 13:07:10
521,218,f,LPA0706,2024-12-03 13:08:13
522,73,f,LPA0756,2024-12-03 13:08:13
523,192,f,LPA0752,2024-12-03 13:08:13
524,357,f,LPA0754,2024-12-03 13:08:13
525,269,f,LPA0746,2024-12-03 13:08:13
526,11,f,LPA0738,2024-12-03 13:08:13
527,637,f,LPA0749,2024-12-03 13:08:13
528,90,f,LPA0759,2024-12-03 13:08:13
529,165,f,LPA0737,2024-12-03 13:08:13
530,197,f,LPA0776,2024-12-03 13:08:13
531,57,f,LPA0731,2024-12-03 13:08:13
532,756,f,LPA0758,2024-12-03 13:08:13
533,34,f,LPA0703,2024-12-03 13:08:13
534,127,f,LPA0739,2024-12-03 13:08:13
535,125,f,LPA0777,2024-12-03 13:08:13
536,2,f,LPA0702,2024-12-03 13:08:13
537,213,f,LPA0766,2024-12-03 13:08:13
538,201,f,LPA0740,2024-12-03 13:09:06
539,219,f,LPA0706,2024-12-03 13:09:06
540,74,f,LPA0756,2024-12-03 13:09:06
541,191,f,LPA0752,2024-12-03 13:09:06
542,271,f,LPA0746,2024-12-03 13:09:06
543,60,f,LPA0751,2024-12-03 13:09:06
544,75,f,LPA0732,2024-12-03 13:09:06
545,841,f,LPA0750,2024-12-03 13:09:06
546,93,f,LPA0759,2024-12-03 13:09:06
547,167,f,LPA0737,2024-12-03 13:09:06
548,436,f,LPA0768,2024-12-03 13:09:06
549,169,f,LPA0724,2024-12-03 13:09:06
550,170,f,LPA0729,2024-12-03 13:09:06
551,198,f,LPA0776,2024-12-03 13:09:06
552,54,f,LPA0731,2024-12-03 13:09:06
553,755,f,LPA0758,2024-12-03 13:09:06
554,269,f,LPA0765,2024-12-03 13:09:06
555,128,f,LPA0739,2024-12-03 13:09:06
556,126,f,LPA0777,2024-12-03 13:09:06
557,401,f,LPA0716,2024-12-03 13:09:06
558,0,f,LPA0702,2024-12-03 13:09:06
559,212,f,LPA0766,2024-12-03 13:09:06
560,215,f,LPA0706,2024-12-03 13:10:12
561,190,f,LPA0752,2024-12-03 13:10:12
562,272,f,LPA0746,2024-12-03 13:10:12
563,78,f,LPA0732,2024-12-03 13:10:12
564,94,f,LPA0759,2024-12-03 13:10:12
565,166,f,LPA0737,2024-12-03 13:10:12
566,268,f,LPA0765,2024-12-03 13:10:12
567,131,f,LPA0739,2024-12-03 13:10:12
568,1,f,LPA0702,2024-12-03 13:10:12
569,214,f,LPA0706,2024-12-03 13:11:08
570,191,f,LPA0752,2024-12-03 13:11:08
571,359,f,LPA0754,2024-12-03 13:11:08
572,273,f,LPA0746,2024-12-03 13:11:08
573,840,f,LPA0750,2024-12-03 13:11:08
574,93,f,LPA0759,2024-12-03 13:11:08
575,165,f,LPA0737,2024-12-03 13:11:08
576,434,f,LPA0768,2024-12-03 13:11:08
577,168,f,LPA0724,2024-12-03 13:11:08
578,81,f,LPA0755,2024-12-03 13:11:08
579,171,f,LPA0729,2024-12-03 13:11:08
580,53,f,LPA0731,2024-12-03 13:11:08
581,753,f,LPA0758,2024-12-03 13:11:08
582,265,f,LPA0765,2024-12-03 13:11:08
583,132,f,LPA0739,2024-12-03 13:11:08
584,62,f,LPA0764,2024-12-03 13:11:08
585,0,f,LPA0702,2024-12-03 13:11:08
586,213,f,LPA0766,2024-12-03 13:11:08
587,215,f,LPA0706,2024-12-03 13:12:09
588,360,f,LPA0754,2024-12-03 13:12:09
589,272,f,LPA0746,2024-12-03 13:12:09
590,62,f,LPA0751,2024-12-03 13:12:09
591,13,f,LPA0738,2024-12-03 13:12:09
592,841,f,LPA0750,2024-12-03 13:12:09
593,163,f,LPA0737,2024-12-03 13:12:09
594,433,f,LPA0768,2024-12-03 13:12:09
595,170,f,LPA0724,2024-12-03 13:12:09
596,199,f,LPA0776,2024-12-03 13:12:09
597,52,f,LPA0731,2024-12-03 13:12:09
598,264,f,LPA0765,2024-12-03 13:12:09
599,130,f,LPA0739,2024-12-03 13:12:09
600,64,f,LPA0764,2024-12-03 13:12:09
601,400,f,LPA0716,2024-12-03 13:12:09
602,214,f,LPA0766,2024-12-03 13:12:09
603,73,f,LPA0756,2024-12-03 13:13:07
604,271,f,LPA0746,2024-12-03 13:13:07
605,12,f,LPA0738,2024-12-03 13:13:07
606,77,f,LPA0732,2024-12-03 13:13:07
607,840,f,LPA0750,2024-12-03 13:13:07
608,638,f,LPA0749,2024-12-03 13:13:07
609,162,f,LPA0737,2024-12-03 13:13:07
610,172,f,LPA0729,2024-12-03 13:13:07
611,265,f,LPA0765,2024-12-03 13:13:07
612,134,f,LPA0739,2024-12-03 13:13:07
613,125,f,LPA0777,2024-12-03 13:13:07
614,215,f,LPA0766,2024-12-03 13:13:07
615,200,f,LPA0740,2024-12-03 13:14:10
616,190,f,LPA0752,2024-12-03 13:14:10
617,839,f,LPA0750,2024-12-03 13:14:10
618,637,f,LPA0749,2024-12-03 13:14:10
619,160,f,LPA0737,2024-12-03 13:14:10
620,432,f,LPA0768,2024-12-03 13:14:10
621,171,f,LPA0724,2024-12-03 13:14:10
622,51,f,LPA0731,2024-12-03 13:14:10
623,264,f,LPA0765,2024-12-03 13:14:10
624,35,f,LPA0703,2024-12-03 13:14:10
625,63,f,LPA0764,2024-12-03 13:14:10
626,199,f,LPA0740,2024-12-03 13:15:08
627,362,f,LPA0754,2024-12-03 13:15:08
628,270,f,LPA0746,2024-12-03 13:15:08
629,10,f,LPA0738,2024-12-03 13:15:08
630,840,f,LPA0750,2024-12-03 13:15:08
631,638,f,LPA0749,2024-12-03 13:15:08
632,433,f,LPA0768,2024-12-03 13:15:08
633,170,f,LPA0724,2024-12-03 13:15:08
634,80,f,LPA0755,2024-12-03 13:15:08
635,170,f,LPA0729,2024-12-03 13:15:08
636,50,f,LPA0731,2024-12-03 13:15:08
637,132,f,LPA0739,2024-12-03 13:15:08
638,1,f,LPA0702,2024-12-03 13:15:08
639,216,f,LPA0766,2024-12-03 13:15:08
640,216,f,LPA0706,2024-12-03 13:16:08
641,72,f,LPA0756,2024-12-03 13:16:08
642,361,f,LPA0754,2024-12-03 13:16:08
643,839,f,LPA0750,2024-12-03 13:16:08
644,94,f,LPA0759,2024-12-03 13:16:08
645,55,f,LPA0731,2024-12-03 13:16:08
646,756,f,LPA0758,2024-12-03 13:16:08
647,36,f,LPA0703,2024-12-03 13:16:08
648,129,f,LPA0739,2024-12-03 13:16:08
649,62,f,LPA0764,2024-12-03 13:16:08
650,0,f,LPA0702,2024-12-03 13:16:08
651,213,f,LPA0766,2024-12-03 13:16:08
652,215,f,LPA0706,2024-12-03 13:17:07
653,71,f,LPA0756,2024-12-03 13:17:07
654,188,f,LPA0752,2024-12-03 13:17:07
655,362,f,LPA0754,2024-12-03 13:17:07
656,269,f,LPA0746,2024-12-03 13:17:07
657,11,f,LPA0738,2024-12-03 13:17:07
658,838,f,LPA0750,2024-12-03 13:17:07
659,158,f,LPA0737,2024-12-03 13:17:07
660,432,f,LPA0768,2024-12-03 13:17:07
661,168,f,LPA0724,2024-12-03 13:17:07
662,166,f,LPA0729,2024-12-03 13:17:07
663,200,f,LPA0776,2024-12-03 13:17:07
664,56,f,LPA0731,2024-12-03 13:17:07
665,37,f,LPA0703,2024-12-03 13:17:07
666,128,f,LPA0739,2024-12-03 13:17:07
667,63,f,LPA0764,2024-12-03 13:17:07
668,198,f,LPA0740,2024-12-03 13:18:08
669,214,f,LPA0706,2024-12-03 13:18:08
670,69,f,LPA0756,2024-12-03 13:18:08
671,63,f,LPA0751,2024-12-03 13:18:08
672,639,f,LPA0749,2024-12-03 13:18:08
673,433,f,LPA0768,2024-12-03 13:18:08
674,167,f,LPA0724,2024-12-03 13:18:08
675,57,f,LPA0731,2024-12-03 13:18:08
676,265,f,LPA0765,2024-12-03 13:18:08
677,2,f,LPA0702,2024-12-03 13:18:08
678,197,f,LPA0740,2024-12-03 13:22:08
679,72,f,LPA0756,2024-12-03 13:22:08
680,187,f,LPA0752,2024-12-03 13:22:08
681,367,f,LPA0754,2024-12-03 13:22:08
682,268,f,LPA0746,2024-12-03 13:22:08
683,61,f,LPA0751,2024-12-03 13:22:08
684,79,f,LPA0732,2024-12-03 13:22:08
685,836,f,LPA0750,2024-12-03 13:22:08
686,638,f,LPA0749,2024-12-03 13:22:08
687,92,f,LPA0759,2024-12-03 13:22:08
688,153,f,LPA0737,2024-12-03 13:22:08
689,79,f,LPA0755,2024-12-03 13:22:08
690,199,f,LPA0776,2024-12-03 13:22:08
691,58,f,LPA0731,2024-12-03 13:22:08
692,758,f,LPA0758,2024-12-03 13:22:08
693,271,f,LPA0765,2024-12-03 13:22:08
694,36,f,LPA0703,2024-12-03 13:22:08
695,123,f,LPA0739,2024-12-03 13:22:08
696,65,f,LPA0764,2024-12-03 13:22:08
697,0,f,LPA0702,2024-12-03 13:22:08
698,216,f,LPA0766,2024-12-03 13:22:08
699,212,f,LPA0706,2024-12-03 13:23:07
700,366,f,LPA0754,2024-12-03 13:23:07
701,270,f,LPA0746,2024-12-03 13:23:07
702,78,f,LPA0732,2024-12-03 13:23:07
703,93,f,LPA0759,2024-12-03 13:23:07
704,150,f,LPA0737,2024-12-03 13:23:07
705,434,f,LPA0768,2024-12-03 13:23:07
706,115,f,LPA0739,2024-12-03 13:23:07
707,64,f,LPA0764,2024-12-03 13:23:07
708,217,f,LPA0766,2024-12-03 13:23:07
709,213,f,LPA0706,2024-12-03 13:24:08
710,73,f,LPA0756,2024-12-03 13:24:08
711,62,f,LPA0751,2024-12-03 13:24:08
712,13,f,LPA0738,2024-12-03 13:24:08
713,837,f,LPA0750,2024-12-03 13:24:08
714,92,f,LPA0759,2024-12-03 13:24:08
715,148,f,LPA0737,2024-12-03 13:24:08
716,165,f,LPA0729,2024-12-03 13:24:08
717,61,f,LPA0731,2024-12-03 13:24:08
718,272,f,LPA0765,2024-12-03 13:24:08
719,35,f,LPA0703,2024-12-03 13:24:08
720,117,f,LPA0739,2024-12-03 13:24:08
721,219,f,LPA0766,2024-12-03 13:24:08
722,210,f,LPA0706,2024-12-03 13:27:08
723,70,f,LPA0756,2024-12-03 13:27:08
724,188,f,LPA0752,2024-12-03 13:27:08
725,271,f,LPA0746,2024-12-03 13:27:08
726,63,f,LPA0751,2024-12-03 13:27:08
727,14,f,LPA0738,2024-12-03 13:27:08
728,839,f,LPA0750,2024-12-03 13:27:08
729,639,f,LPA0749,2024-12-03 13:27:08
730,145,f,LPA0737,2024-12-03 13:27:08
731,165,f,LPA0724,2024-12-03 13:27:08
732,77,f,LPA0755,2024-12-03 13:27:08
733,201,f,LPA0776,2024-12-03 13:27:08
734,63,f,LPA0731,2024-12-03 13:27:08
735,755,f,LPA0758,2024-12-03 13:27:08
736,270,f,LPA0765,2024-12-03 13:27:08
737,123,f,LPA0739,2024-12-03 13:27:08
738,62,f,LPA0764,2024-12-03 13:27:08
739,401,f,LPA0716,2024-12-03 13:27:08
740,217,f,LPA0766,2024-12-03 13:27:08
741,194,f,LPA0740,2024-12-03 14:08:09
742,207,f,LPA0706,2024-12-03 14:08:09
743,61,f,LPA0756,2024-12-03 14:08:09
744,192,f,LPA0752,2024-12-03 14:08:09
745,369,f,LPA0754,2024-12-03 14:08:09
746,260,f,LPA0746,2024-12-03 14:08:09
747,61,f,LPA0751,2024-12-03 14:08:09
748,13,f,LPA0738,2024-12-03 14:08:09
749,81,f,LPA0732,2024-12-03 14:08:09
750,844,f,LPA0750,2024-12-03 14:08:09
751,626,f,LPA0749,2024-12-03 14:08:09
752,95,f,LPA0759,2024-12-03 14:08:09
753,127,f,LPA0737,2024-12-03 14:08:09
754,431,f,LPA0768,2024-12-03 14:08:09
755,156,f,LPA0724,2024-12-03 14:08:09
756,78,f,LPA0755,2024-12-03 14:08:09
757,170,f,LPA0729,2024-12-03 14:08:09
758,193,f,LPA0776,2024-12-03 14:08:09
759,70,f,LPA0731,2024-12-03 14:08:09
760,744,f,LPA0758,2024-12-03 14:08:09
761,266,f,LPA0765,2024-12-03 14:08:09
762,65,f,LPA0703,2024-12-03 14:08:09
763,105,f,LPA0739,2024-12-03 14:08:09
764,51,f,LPA0764,2024-12-03 14:08:09
765,129,f,LPA0777,2024-12-03 14:08:09
766,398,f,LPA0716,2024-12-03 14:08:09
767,13,f,LPA0702,2024-12-03 14:08:09
768,225,f,LPA0766,2024-12-03 14:08:09
769,193,f,LPA0740,2024-12-03 14:09:06
770,208,f,LPA0706,2024-12-03 14:09:06
771,60,f,LPA0756,2024-12-03 14:09:06
772,193,f,LPA0752,2024-12-03 14:09:06
773,60,f,LPA0751,2024-12-03 14:09:06
774,155,f,LPA0724,2024-12-03 14:09:06
775,172,f,LPA0729,2024-12-03 14:09:06
776,73,f,LPA0731,2024-12-03 14:09:06
777,265,f,LPA0765,2024-12-03 14:09:06
778,66,f,LPA0703,2024-12-03 14:09:06
779,108,f,LPA0739,2024-12-03 14:09:06
780,397,f,LPA0716,2024-12-03 14:09:06
781,16,f,LPA0702,2024-12-03 14:09:06
782,224,f,LPA0766,2024-12-03 14:09:06
783,207,f,LPA0706,2024-12-03 14:10:11
784,59,f,LPA0756,2024-12-03 14:10:11
785,258,f,LPA0746,2024-12-03 14:10:11
786,12,f,LPA0738,2024-12-03 14:10:11
787,83,f,LPA0732,2024-12-03 14:10:11
788,128,f,LPA0737,2024-12-03 14:10:11
789,152,f,LPA0724,2024-12-03 14:10:11
790,79,f,LPA0755,2024-12-03 14:10:11
791,173,f,LPA0729,2024-12-03 14:10:11
792,192,f,LPA0776,2024-12-03 14:10:11
793,75,f,LPA0731,2024-12-03 14:10:11
794,266,f,LPA0765,2024-12-03 14:10:11
795,67,f,LPA0703,2024-12-03 14:10:11
796,112,f,LPA0739,2024-12-03 14:10:11
797,398,f,LPA0716,2024-12-03 14:10:11
798,15,f,LPA0702,2024-12-03 14:10:11
799,223,f,LPA0766,2024-12-03 14:10:11
800,206,f,LPA0706,2024-12-03 14:11:08
801,62,f,LPA0756,2024-12-03 14:11:08
802,194,f,LPA0752,2024-12-03 14:11:08
803,257,f,LPA0746,2024-12-03 14:11:08
804,11,f,LPA0738,2024-12-03 14:11:08
805,84,f,LPA0732,2024-12-03 14:11:08
806,131,f,LPA0737,2024-12-03 14:11:08
807,153,f,LPA0724,2024-12-03 14:11:08
808,174,f,LPA0729,2024-12-03 14:11:08
809,74,f,LPA0731,2024-12-03 14:11:08
810,743,f,LPA0758,2024-12-03 14:11:08
