id,nb_of_available_parking_spaces,ferme,parking_id,date
54268,1016,f,LPA0758,2024-12-16 00:19:07
54269,251,f,LPA0729,2024-12-16 00:20:11
54273,1588,f,LPA0750,2024-12-16 00:21:08
54272,799,f,LPA0749,2024-12-16 00:21:08
54270,161,f,LPA0732,2024-12-16 00:21:08
54271,306,f,LPA0746,2024-12-16 00:21:08
54274,310,f,LPA0765,2024-12-16 00:23:08
54275,307,f,LPA0746,2024-12-16 00:24:11
54276,407,f,LPA0731,2024-12-16 00:25:09
54277,151,f,LPA0764,2024-12-16 00:26:08
54278,153,f,LPA0777,2024-12-16 00:26:08
54279,154,f,LPA0777,2024-12-16 00:27:07
54280,421,f,LPA0766,2024-12-16 00:28:10
54281,312,f,LPA0765,2024-12-16 00:28:10
54283,311,f,LPA0765,2024-12-16 00:29:08
54282,420,f,LPA0766,2024-12-16 00:29:08
54285,726,f,LPA0754,2024-12-16 00:30:11
54284,312,f,LPA0765,2024-12-16 00:30:11
54286,313,f,LPA0765,2024-12-16 00:31:07
54287,601,f,LPA0706,2024-12-16 00:32:09
54288,150,f,LPA0764,2024-12-16 00:32:09
54289,406,f,LPA0731,2024-12-16 00:33:11
54290,727,f,LPA0754,2024-12-16 00:36:09
54291,356,f,LPA0724,2024-12-16 00:37:07
54292,602,f,LPA0706,2024-12-16 00:38:09
54293,106,f,LPA0751,2024-12-16 00:39:07
54294,252,f,LPA0729,2024-12-16 00:41:09
54295,151,f,LPA0764,2024-12-16 00:44:09
54296,306,f,LPA0746,2024-12-16 00:44:09
54297,160,f,LPA0732,2024-12-16 00:45:08
54298,800,f,LPA0749,2024-12-16 00:46:11
54299,407,f,LPA0731,2024-12-16 00:47:09
54300,101,f,LPA0740,2024-12-16 00:47:09
54301,603,f,LPA0706,2024-12-16 00:50:11
54302,107,f,LPA0751,2024-12-16 00:50:11
54303,152,f,LPA0764,2024-12-16 00:54:08
54304,102,f,LPA0740,2024-12-16 00:54:08
54305,602,f,LPA0706,2024-12-16 01:01:41
54306,603,f,LPA0706,2024-12-16 01:04:24
54307,314,f,LPA0765,2024-12-16 01:04:24
54308,408,f,LPA0731,2024-12-16 01:04:24
54309,595,f,LPA0768,2024-12-16 01:04:24
54310,409,f,LPA0731,2024-12-16 01:05:17
54311,253,f,LPA0729,2024-12-16 01:10:10
54312,315,f,LPA0765,2024-12-16 01:11:09
54313,394,f,LPA0716,2024-12-16 01:12:07
54314,316,f,LPA0765,2024-12-16 01:13:08
54315,419,f,LPA0766,2024-12-16 01:16:08
54316,418,f,LPA0766,2024-12-16 01:18:08
54317,395,f,LPA0716,2024-12-16 01:18:08
54318,209,f,LPA0752,2024-12-16 01:23:10
54319,402,f,LPA0737,2024-12-16 01:24:08
54320,419,f,LPA0766,2024-12-16 01:25:10
54321,602,f,LPA0706,2024-12-16 01:25:10
54322,153,f,LPA0764,2024-12-16 01:25:10
54324,210,f,LPA0752,2024-12-16 01:26:09
54323,603,f,LPA0706,2024-12-16 01:26:09
54325,410,f,LPA0731,2024-12-16 01:31:11
54326,353,f,LPA0702,2024-12-16 01:46:09
54327,148,f,LPA0756,2024-12-16 01:47:08
54328,1598,f,LPA0739,2024-12-16 01:49:08
54329,594,f,LPA0768,2024-12-16 01:49:08
54330,418,f,LPA0766,2024-12-16 01:50:11
54331,149,f,LPA0756,2024-12-16 01:50:11
54332,151,f,LPA0756,2024-12-16 01:53:08
54333,317,f,LPA0765,2024-12-16 01:56:08
54334,149,f,LPA0756,2024-12-16 01:56:08
54335,154,f,LPA0764,2024-12-16 01:58:07
54336,256,f,LPA0729,2024-12-16 02:00:09
54337,352,f,LPA0702,2024-12-16 02:16:08
54338,602,f,LPA0706,2024-12-16 02:21:08
54339,153,f,LPA0764,2024-12-16 02:22:09
54340,357,f,LPA0724,2024-12-16 02:22:09
54341,603,f,LPA0706,2024-12-16 02:24:09
54342,305,f,LPA0746,2024-12-16 02:24:09
54343,348,f,LPA0724,2024-12-16 02:26:09
54344,368,f,LPA0724,2024-12-16 02:27:09
54345,154,f,LPA0764,2024-12-16 02:28:07
54346,595,f,LPA0768,2024-12-16 02:35:10
54347,96,f,LPA0755,2024-12-16 02:37:08
54348,801,f,LPA0749,2024-12-16 02:40:11
54349,155,f,LPA0764,2024-12-16 02:41:07
54350,304,f,LPA0746,2024-12-16 02:42:09
54351,316,f,LPA0765,2024-12-16 02:51:11
54352,596,f,LPA0768,2024-12-16 02:56:10
54353,802,f,LPA0749,2024-12-16 03:11:09
54354,255,f,LPA0729,2024-12-16 03:12:08
54355,256,f,LPA0729,2024-12-16 03:13:06
54356,804,f,LPA0749,2024-12-16 03:17:07
54357,303,f,LPA0746,2024-12-16 03:26:07
54358,409,f,LPA0731,2024-12-16 03:28:07
54359,257,f,LPA0729,2024-12-16 03:31:07
54360,194,f,LPA0776,2024-12-16 03:31:07
54361,255,f,LPA0729,2024-12-16 03:35:08
54362,156,f,LPA0764,2024-12-16 03:37:06
54363,317,f,LPA0765,2024-12-16 03:44:06
54364,1015,f,LPA0758,2024-12-16 03:45:09
54365,805,f,LPA0749,2024-12-16 03:51:06
54366,353,f,LPA0702,2024-12-16 03:54:06
54367,1016,f,LPA0758,2024-12-16 03:56:09
54368,253,f,LPA0729,2024-12-16 03:59:08
54369,1017,f,LPA0758,2024-12-16 04:02:10
54370,1587,f,LPA0750,2024-12-16 04:03:08
54371,1586,f,LPA0750,2024-12-16 04:06:08
54372,314,f,LPA0703,2024-12-16 04:07:05
54373,367,f,LPA0724,2024-12-16 04:09:08
54374,1585,f,LPA0750,2024-12-16 04:09:08
54375,804,f,LPA0749,2024-12-16 04:10:09
54376,803,f,LPA0749,2024-12-16 04:12:08
54377,1584,f,LPA0750,2024-12-16 04:13:08
54378,304,f,LPA0746,2024-12-16 04:17:08
54379,1583,f,LPA0750,2024-12-16 04:17:08
54380,150,f,LPA0756,2024-12-16 04:20:11
54381,1582,f,LPA0750,2024-12-16 04:21:07
54382,1583,f,LPA0750,2024-12-16 04:22:08
54383,804,f,LPA0749,2024-12-16 04:23:08
54384,417,f,LPA0766,2024-12-16 04:30:10
54385,352,f,LPA0702,2024-12-16 04:30:10
54386,418,f,LPA0766,2024-12-16 04:31:07
54387,602,f,LPA0706,2024-12-16 04:31:07
54388,155,f,LPA0764,2024-12-16 04:31:07
54389,1582,f,LPA0750,2024-12-16 04:32:07
54390,1581,f,LPA0750,2024-12-16 04:33:07
54391,394,f,LPA0716,2024-12-16 04:35:10
54392,313,f,LPA0703,2024-12-16 04:36:08
54393,312,f,LPA0703,2024-12-16 04:39:08
54394,318,f,LPA0765,2024-12-16 04:41:08
54395,601,f,LPA0706,2024-12-16 04:42:08
54396,1580,f,LPA0750,2024-12-16 04:43:07
54397,311,f,LPA0703,2024-12-16 04:47:11
54398,317,f,LPA0765,2024-12-16 04:47:11
54399,310,f,LPA0703,2024-12-16 04:48:10
54400,1579,f,LPA0750,2024-12-16 04:49:07
54401,254,f,LPA0729,2024-12-16 04:51:07
54402,1577,f,LPA0750,2024-12-16 04:51:07
54404,1576,f,LPA0750,2024-12-16 04:52:08
54403,1597,f,LPA0739,2024-12-16 04:52:08
54405,600,f,LPA0706,2024-12-16 04:53:10
54406,401,f,LPA0737,2024-12-16 04:54:08
54407,599,f,LPA0706,2024-12-16 04:55:11
54408,1577,f,LPA0750,2024-12-16 04:55:11
54409,597,f,LPA0768,2024-12-16 04:55:11
54410,311,f,LPA0703,2024-12-16 04:56:07
54411,600,f,LPA0706,2024-12-16 04:56:07
54412,1598,f,LPA0739,2024-12-16 04:56:07
54413,97,f,LPA0755,2024-12-16 04:56:07
54415,255,f,LPA0729,2024-12-16 04:57:08
54416,410,f,LPA0731,2024-12-16 04:57:08
54414,599,f,LPA0706,2024-12-16 04:57:08
54417,1597,f,LPA0739,2024-12-16 04:58:07
54418,1576,f,LPA0750,2024-12-16 04:58:07
54419,400,f,LPA0737,2024-12-16 04:59:08
54420,96,f,LPA0755,2024-12-16 05:00:10
54421,600,f,LPA0706,2024-12-16 05:03:13
54422,157,f,LPA0764,2024-12-16 05:03:13
54423,1596,f,LPA0739,2024-12-16 05:03:13
54424,1574,f,LPA0750,2024-12-16 05:03:13
54425,195,f,LPA0776,2024-12-16 05:03:13
54426,599,f,LPA0706,2024-12-16 05:04:09
54427,1573,f,LPA0750,2024-12-16 05:04:09
54428,351,f,LPA0702,2024-12-16 05:05:10
54429,1595,f,LPA0739,2024-12-16 05:06:09
54430,305,f,LPA0746,2024-12-16 05:07:08
54431,158,f,LPA0764,2024-12-16 05:08:11
54432,1572,f,LPA0750,2024-12-16 05:08:11
54433,1594,f,LPA0739,2024-12-16 05:09:10
54434,1571,f,LPA0750,2024-12-16 05:09:10
54435,1592,f,LPA0739,2024-12-16 05:10:13
54436,310,f,LPA0703,2024-12-16 05:12:09
54437,598,f,LPA0706,2024-12-16 05:12:09
54438,393,f,LPA0716,2024-12-16 05:12:09
54439,1591,f,LPA0739,2024-12-16 05:13:08
54440,311,f,LPA0703,2024-12-16 05:14:09
54441,1570,f,LPA0750,2024-12-16 05:14:09
54443,1568,f,LPA0750,2024-12-16 05:15:08
54442,1590,f,LPA0739,2024-12-16 05:15:08
54444,159,f,LPA0764,2024-12-16 05:16:10
54445,256,f,LPA0729,2024-12-16 05:16:10
54446,597,f,LPA0706,2024-12-16 05:17:11
54447,1589,f,LPA0739,2024-12-16 05:17:11
54448,101,f,LPA0740,2024-12-16 05:17:11
54449,595,f,LPA0706,2024-12-16 05:18:10
54450,392,f,LPA0716,2024-12-16 05:18:10
54451,399,f,LPA0737,2024-12-16 05:18:10
54452,1588,f,LPA0739,2024-12-16 05:18:10
54453,149,f,LPA0756,2024-12-16 05:18:10
54454,1587,f,LPA0739,2024-12-16 05:19:10
54456,1567,f,LPA0750,2024-12-16 05:20:15
54455,1586,f,LPA0739,2024-12-16 05:20:15
54460,1016,f,LPA0758,2024-12-16 05:21:09
54459,148,f,LPA0756,2024-12-16 05:21:09
54458,1585,f,LPA0739,2024-12-16 05:21:09
54457,594,f,LPA0706,2024-12-16 05:21:09
54461,1584,f,LPA0739,2024-12-16 05:22:08
54462,147,f,LPA0756,2024-12-16 05:22:08
54466,1565,f,LPA0750,2024-12-16 05:23:10
54465,1580,f,LPA0739,2024-12-16 05:23:10
54464,368,f,LPA0724,2024-12-16 05:23:10
54463,593,f,LPA0706,2024-12-16 05:23:10
54467,1577,f,LPA0739,2024-12-16 05:24:11
54468,592,f,LPA0706,2024-12-16 05:25:10
54469,1573,f,LPA0739,2024-12-16 05:25:10
54470,146,f,LPA0756,2024-12-16 05:25:10
54471,310,f,LPA0703,2024-12-16 05:26:09
54472,590,f,LPA0706,2024-12-16 05:26:09
54473,316,f,LPA0765,2024-12-16 05:26:09
54474,398,f,LPA0737,2024-12-16 05:26:09
54475,1567,f,LPA0739,2024-12-16 05:26:09
54482,145,f,LPA0756,2024-12-16 05:27:07
54481,1564,f,LPA0750,2024-12-16 05:27:07
54480,100,f,LPA0740,2024-12-16 05:27:07
54478,257,f,LPA0729,2024-12-16 05:27:07
54477,589,f,LPA0706,2024-12-16 05:27:07
54476,309,f,LPA0703,2024-12-16 05:27:07
54479,1558,f,LPA0739,2024-12-16 05:27:07
54495,97,f,LPA0740,2024-12-16 05:48:24
54503,197,f,LPA0776,2024-12-16 05:48:24
54502,598,f,LPA0768,2024-12-16 05:48:24
54501,1015,f,LPA0758,2024-12-16 05:48:24
54500,142,f,LPA0756,2024-12-16 05:48:24
54499,97,f,LPA0755,2024-12-16 05:48:24
54498,209,f,LPA0752,2024-12-16 05:48:24
54497,108,f,LPA0751,2024-12-16 05:48:24
54496,1543,f,LPA0750,2024-12-16 05:48:24
54494,1466,f,LPA0739,2024-12-16 05:48:24
54488,158,f,LPA0764,2024-12-16 05:48:24
54492,409,f,LPA0731,2024-12-16 05:48:24
54493,394,f,LPA0737,2024-12-16 05:48:24
54484,349,f,LPA0702,2024-12-16 05:48:24
54485,307,f,LPA0703,2024-12-16 05:48:24
54486,578,f,LPA0706,2024-12-16 05:48:24
54483,419,f,LPA0766,2024-12-16 05:48:24
54489,385,f,LPA0716,2024-12-16 05:48:24
54490,366,f,LPA0724,2024-12-16 05:48:24
54491,255,f,LPA0729,2024-12-16 05:48:24
54487,317,f,LPA0765,2024-12-16 05:48:24
54504,1462,f,LPA0739,2024-12-16 05:49:07
54505,1542,f,LPA0750,2024-12-16 05:49:07
54506,194,f,LPA0776,2024-12-16 05:49:07
54507,306,f,LPA0703,2024-12-16 05:50:11
54508,365,f,LPA0724,2024-12-16 05:50:11
54509,393,f,LPA0737,2024-12-16 05:50:11
54510,1458,f,LPA0739,2024-12-16 05:50:11
54516,193,f,LPA0776,2024-12-16 05:51:07
54514,1456,f,LPA0739,2024-12-16 05:51:07
54515,1014,f,LPA0758,2024-12-16 05:51:07
54512,384,f,LPA0716,2024-12-16 05:51:07
54511,577,f,LPA0706,2024-12-16 05:51:07
54513,254,f,LPA0729,2024-12-16 05:51:07
54517,575,f,LPA0706,2024-12-16 05:52:07
54518,1451,f,LPA0739,2024-12-16 05:52:07
54519,98,f,LPA0740,2024-12-16 05:52:07
54520,573,f,LPA0706,2024-12-16 05:53:08
54521,383,f,LPA0716,2024-12-16 05:53:08
54522,1450,f,LPA0739,2024-12-16 05:53:08
54523,1541,f,LPA0750,2024-12-16 05:53:08
54528,189,f,LPA0759,2024-12-16 05:54:09
54527,97,f,LPA0740,2024-12-16 05:54:09
54526,1443,f,LPA0739,2024-12-16 05:54:09
54524,348,f,LPA0702,2024-12-16 05:54:09
54525,571,f,LPA0706,2024-12-16 05:54:09
54529,569,f,LPA0706,2024-12-16 05:55:10
54530,253,f,LPA0729,2024-12-16 05:55:10
54531,411,f,LPA0731,2024-12-16 05:55:10
54532,1438,f,LPA0739,2024-12-16 05:55:10
54533,1540,f,LPA0750,2024-12-16 05:55:10
54534,194,f,LPA0776,2024-12-16 05:55:10
54535,565,f,LPA0706,2024-12-16 05:56:10
54536,1432,f,LPA0739,2024-12-16 05:56:10
54541,597,f,LPA0768,2024-12-16 05:57:12
54539,1430,f,LPA0739,2024-12-16 05:57:12
54540,1539,f,LPA0750,2024-12-16 05:57:12
54537,563,f,LPA0706,2024-12-16 05:57:12
54538,251,f,LPA0729,2024-12-16 05:57:12
54542,305,f,LPA0703,2024-12-16 05:58:10
54543,564,f,LPA0706,2024-12-16 05:58:10
54544,1422,f,LPA0739,2024-12-16 05:58:10
54545,306,f,LPA0746,2024-12-16 05:58:10
54546,1537,f,LPA0750,2024-12-16 05:58:10
54547,563,f,LPA0706,2024-12-16 05:59:12
54548,159,f,LPA0764,2024-12-16 05:59:12
54549,1417,f,LPA0739,2024-12-16 05:59:12
54550,96,f,LPA0740,2024-12-16 05:59:12
54556,96,f,LPA0755,2024-12-16 06:00:11
54555,1534,f,LPA0750,2024-12-16 06:00:11
54554,95,f,LPA0740,2024-12-16 06:00:11
54553,1412,f,LPA0739,2024-12-16 06:00:11
54551,561,f,LPA0706,2024-12-16 06:00:11
54552,364,f,LPA0724,2024-12-16 06:00:11
54557,349,f,LPA0702,2024-12-16 06:01:08
54558,558,f,LPA0706,2024-12-16 06:01:08
54559,318,f,LPA0765,2024-12-16 06:01:08
54560,1405,f,LPA0739,2024-12-16 06:01:08
54561,1532,f,LPA0750,2024-12-16 06:01:08
54565,1531,f,LPA0750,2024-12-16 06:02:12
54562,306,f,LPA0703,2024-12-16 06:02:12
54563,557,f,LPA0706,2024-12-16 06:02:12
54564,1400,f,LPA0739,2024-12-16 06:02:12
54568,1393,f,LPA0739,2024-12-16 06:03:07
54569,143,f,LPA0756,2024-12-16 06:03:07
54566,558,f,LPA0706,2024-12-16 06:03:07
54567,382,f,LPA0716,2024-12-16 06:03:07
54570,252,f,LPA0729,2024-12-16 06:04:08
54571,412,f,LPA0731,2024-12-16 06:04:08
54572,1384,f,LPA0739,2024-12-16 06:04:08
54573,1530,f,LPA0750,2024-12-16 06:04:08
54574,350,f,LPA0702,2024-12-16 06:05:10
54575,305,f,LPA0703,2024-12-16 06:05:10
54576,556,f,LPA0706,2024-12-16 06:05:10
54577,1379,f,LPA0739,2024-12-16 06:05:10
54578,307,f,LPA0746,2024-12-16 06:05:10
54579,1529,f,LPA0750,2024-12-16 06:05:10
54580,144,f,LPA0756,2024-12-16 06:05:10
54587,145,f,LPA0756,2024-12-16 06:06:08
54586,1528,f,LPA0750,2024-12-16 06:06:08
54585,1371,f,LPA0739,2024-12-16 06:06:08
54582,554,f,LPA0706,2024-12-16 06:06:08
54583,161,f,LPA0732,2024-12-16 06:06:08
54581,418,f,LPA0766,2024-12-16 06:06:08
54584,394,f,LPA0737,2024-12-16 06:06:08
54588,553,f,LPA0706,2024-12-16 06:07:08
54589,1364,f,LPA0739,2024-12-16 06:07:08
54590,147,f,LPA0756,2024-12-16 06:07:08
54591,596,f,LPA0768,2024-12-16 06:07:08
54596,308,f,LPA0746,2024-12-16 06:08:09
54597,208,f,LPA0752,2024-12-16 06:08:09
54595,96,f,LPA0740,2024-12-16 06:08:09
54594,1356,f,LPA0739,2024-12-16 06:08:09
54593,550,f,LPA0706,2024-12-16 06:08:09
54592,349,f,LPA0702,2024-12-16 06:08:09
54598,348,f,LPA0702,2024-12-16 06:09:07
54599,549,f,LPA0706,2024-12-16 06:09:07
54600,1350,f,LPA0739,2024-12-16 06:09:07
54601,1526,f,LPA0750,2024-12-16 06:09:07
54602,107,f,LPA0751,2024-12-16 06:09:07
54603,419,f,LPA0766,2024-12-16 06:10:13
54604,545,f,LPA0706,2024-12-16 06:10:13
54605,253,f,LPA0729,2024-12-16 06:10:13
54606,1344,f,LPA0739,2024-12-16 06:10:13
54610,1525,f,LPA0750,2024-12-16 06:11:13
54609,1333,f,LPA0739,2024-12-16 06:11:13
54607,160,f,LPA0764,2024-12-16 06:11:13
54608,393,f,LPA0737,2024-12-16 06:11:13
54611,420,f,LPA0766,2024-12-16 06:12:09
54612,303,f,LPA0703,2024-12-16 06:12:09
54613,542,f,LPA0706,2024-12-16 06:12:09
54614,1327,f,LPA0739,2024-12-16 06:12:09
54615,1524,f,LPA0750,2024-12-16 06:12:09
54616,538,f,LPA0706,2024-12-16 06:13:10
54617,1318,f,LPA0739,2024-12-16 06:13:10
54621,1523,f,LPA0750,2024-12-16 06:14:12
54620,1315,f,LPA0739,2024-12-16 06:14:12
54618,421,f,LPA0766,2024-12-16 06:14:12
54619,534,f,LPA0706,2024-12-16 06:14:12
54622,422,f,LPA0766,2024-12-16 06:15:14
54623,533,f,LPA0706,2024-12-16 06:15:14
54624,1307,f,LPA0739,2024-12-16 06:15:14
54625,307,f,LPA0746,2024-12-16 06:15:14
54626,108,f,LPA0751,2024-12-16 06:15:14
54627,209,f,LPA0752,2024-12-16 06:15:14
54628,597,f,LPA0768,2024-12-16 06:15:14
54629,193,f,LPA0776,2024-12-16 06:15:14
54634,1522,f,LPA0750,2024-12-16 06:16:12
54633,1300,f,LPA0739,2024-12-16 06:16:12
54631,302,f,LPA0703,2024-12-16 06:16:12
54630,423,f,LPA0766,2024-12-16 06:16:12
54632,530,f,LPA0706,2024-12-16 06:16:12
54635,528,f,LPA0706,2024-12-16 06:17:10
54636,392,f,LPA0737,2024-12-16 06:17:10
54637,1292,f,LPA0739,2024-12-16 06:17:10
54638,308,f,LPA0746,2024-12-16 06:17:10
54642,598,f,LPA0768,2024-12-16 06:18:08
54639,525,f,LPA0706,2024-12-16 06:18:08
54640,1287,f,LPA0739,2024-12-16 06:18:08
54641,726,f,LPA0754,2024-12-16 06:18:08
54645,1282,f,LPA0739,2024-12-16 06:19:10
54646,1015,f,LPA0758,2024-12-16 06:19:10
54643,523,f,LPA0706,2024-12-16 06:19:10
54644,381,f,LPA0716,2024-12-16 06:19:10
54647,422,f,LPA0766,2024-12-16 06:20:11
54648,521,f,LPA0706,2024-12-16 06:20:11
54649,391,f,LPA0737,2024-12-16 06:20:11
54650,1274,f,LPA0739,2024-12-16 06:20:11
54651,1523,f,LPA0750,2024-12-16 06:20:11
54652,97,f,LPA0755,2024-12-16 06:20:11
54653,148,f,LPA0756,2024-12-16 06:20:11
54654,518,f,LPA0706,2024-12-16 06:21:08
54655,1266,f,LPA0739,2024-12-16 06:21:08
54656,309,f,LPA0746,2024-12-16 06:21:08
54657,725,f,LPA0754,2024-12-16 06:21:08
54663,192,f,LPA0776,2024-12-16 06:22:09
54662,599,f,LPA0768,2024-12-16 06:22:09
54661,1522,f,LPA0750,2024-12-16 06:22:09
54659,380,f,LPA0716,2024-12-16 06:22:09
54658,517,f,LPA0706,2024-12-16 06:22:09
54660,1258,f,LPA0739,2024-12-16 06:22:09
54664,515,f,LPA0706,2024-12-16 06:23:11
54665,390,f,LPA0737,2024-12-16 06:23:11
54666,1250,f,LPA0739,2024-12-16 06:23:11
54667,97,f,LPA0740,2024-12-16 06:23:11
54668,805,f,LPA0749,2024-12-16 06:23:11
54669,1521,f,LPA0750,2024-12-16 06:23:11
54670,1014,f,LPA0758,2024-12-16 06:23:11
54676,1519,f,LPA0750,2024-12-16 06:24:11
54677,724,f,LPA0754,2024-12-16 06:24:11
54675,1241,f,LPA0739,2024-12-16 06:24:11
54672,301,f,LPA0703,2024-12-16 06:24:11
54673,513,f,LPA0706,2024-12-16 06:24:11
54671,423,f,LPA0766,2024-12-16 06:24:11
54674,391,f,LPA0737,2024-12-16 06:24:11
54678,424,f,LPA0766,2024-12-16 06:25:17
54679,300,f,LPA0703,2024-12-16 06:25:17
54680,514,f,LPA0706,2024-12-16 06:25:17
54681,254,f,LPA0729,2024-12-16 06:25:17
54682,1234,f,LPA0739,2024-12-16 06:25:17
54683,1517,f,LPA0750,2024-12-16 06:25:17
54684,425,f,LPA0766,2024-12-16 06:26:12
54685,512,f,LPA0706,2024-12-16 06:26:12
54686,255,f,LPA0729,2024-12-16 06:26:12
54687,1227,f,LPA0739,2024-12-16 06:26:12
54688,1514,f,LPA0750,2024-12-16 06:26:12
54689,147,f,LPA0756,2024-12-16 06:26:12
54694,1512,f,LPA0750,2024-12-16 06:27:10
54693,1223,f,LPA0739,2024-12-16 06:27:10
54690,299,f,LPA0703,2024-12-16 06:27:10
54691,511,f,LPA0706,2024-12-16 06:27:10
54692,379,f,LPA0716,2024-12-16 06:27:10
54695,424,f,LPA0766,2024-12-16 06:28:10
54696,509,f,LPA0706,2024-12-16 06:28:10
54697,317,f,LPA0765,2024-12-16 06:28:10
54698,256,f,LPA0729,2024-12-16 06:28:10
54699,1221,f,LPA0739,2024-12-16 06:28:10
54705,1513,f,LPA0750,2024-12-16 06:29:05
54706,148,f,LPA0756,2024-12-16 06:29:05
54704,1210,f,LPA0739,2024-12-16 06:29:05
54702,318,f,LPA0765,2024-12-16 06:29:05
54701,508,f,LPA0706,2024-12-16 06:29:05
54700,300,f,LPA0703,2024-12-16 06:29:05
54703,390,f,LPA0737,2024-12-16 06:29:05
54707,507,f,LPA0706,2024-12-16 06:30:10
54708,319,f,LPA0765,2024-12-16 06:30:10
54709,413,f,LPA0731,2024-12-16 06:30:10
54710,391,f,LPA0737,2024-12-16 06:30:10
54711,1013,f,LPA0758,2024-12-16 06:30:10
54715,1205,f,LPA0739,2024-12-16 06:31:07
54716,1510,f,LPA0750,2024-12-16 06:31:07
54714,392,f,LPA0737,2024-12-16 06:31:07
54713,508,f,LPA0706,2024-12-16 06:31:07
54712,426,f,LPA0766,2024-12-16 06:31:07
54717,257,f,LPA0729,2024-12-16 06:32:09
54718,1203,f,LPA0739,2024-12-16 06:32:09
54719,1508,f,LPA0750,2024-12-16 06:32:09
54720,95,f,LPA0755,2024-12-16 06:32:09
54721,507,f,LPA0706,2024-12-16 06:33:08
54722,378,f,LPA0716,2024-12-16 06:33:08
54723,414,f,LPA0731,2024-12-16 06:33:08
54724,1507,f,LPA0750,2024-12-16 06:33:08
54730,723,f,LPA0754,2024-12-16 06:34:10
54731,598,f,LPA0768,2024-12-16 06:34:10
54728,1204,f,LPA0739,2024-12-16 06:34:10
54729,1506,f,LPA0750,2024-12-16 06:34:10
54727,393,f,LPA0737,2024-12-16 06:34:10
54726,377,f,LPA0716,2024-12-16 06:34:10
54725,506,f,LPA0706,2024-12-16 06:34:10
54732,376,f,LPA0716,2024-12-16 06:35:14
54733,1199,f,LPA0739,2024-12-16 06:35:14
54734,1505,f,LPA0750,2024-12-16 06:35:14
54735,347,f,LPA0702,2024-12-16 06:36:13
54736,299,f,LPA0703,2024-12-16 06:36:13
54737,365,f,LPA0724,2024-12-16 06:36:13
54738,1196,f,LPA0739,2024-12-16 06:36:13
54739,1503,f,LPA0750,2024-12-16 06:36:13
54741,1194,f,LPA0739,2024-12-16 06:37:10
54742,1502,f,LPA0750,2024-12-16 06:37:10
54740,507,f,LPA0706,2024-12-16 06:37:10
54743,320,f,LPA0765,2024-12-16 06:38:13
54744,1193,f,LPA0739,2024-12-16 06:38:13
54745,310,f,LPA0746,2024-12-16 06:38:13
54746,1499,f,LPA0750,2024-12-16 06:38:13
54747,506,f,LPA0706,2024-12-16 06:39:08
54748,415,f,LPA0731,2024-12-16 06:39:08
54749,1190,f,LPA0739,2024-12-16 06:39:08
54750,98,f,LPA0740,2024-12-16 06:39:08
54751,1497,f,LPA0750,2024-12-16 06:39:08
54752,721,f,LPA0754,2024-12-16 06:39:08
54753,193,f,LPA0776,2024-12-16 06:39:08
54757,188,f,LPA0759,2024-12-16 06:40:15
54756,1493,f,LPA0750,2024-12-16 06:40:15
54754,1187,f,LPA0739,2024-12-16 06:40:15
54755,309,f,LPA0746,2024-12-16 06:40:15
54758,507,f,LPA0706,2024-12-16 06:41:08
54759,374,f,LPA0716,2024-12-16 06:41:08
54760,1190,f,LPA0739,2024-12-16 06:41:08
54761,1489,f,LPA0750,2024-12-16 06:41:08
54762,147,f,LPA0756,2024-12-16 06:41:08
54763,373,f,LPA0716,2024-12-16 06:42:10
54764,1189,f,LPA0739,2024-12-16 06:42:10
54765,1488,f,LPA0750,2024-12-16 06:42:10
54768,372,f,LPA0716,2024-12-16 06:43:07
54772,1487,f,LPA0750,2024-12-16 06:43:07
54771,804,f,LPA0749,2024-12-16 06:43:07
54770,1186,f,LPA0739,2024-12-16 06:43:07
54767,161,f,LPA0764,2024-12-16 06:43:07
54766,346,f,LPA0702,2024-12-16 06:43:07
54769,392,f,LPA0737,2024-12-16 06:43:07
54776,1180,f,LPA0739,2024-12-16 06:44:09
54773,321,f,LPA0765,2024-12-16 06:44:09
54774,363,f,LPA0724,2024-12-16 06:44:09
54775,393,f,LPA0737,2024-12-16 06:44:09
54777,109,f,LPA0751,2024-12-16 06:44:09
54781,1176,f,LPA0739,2024-12-16 06:45:12
54782,719,f,LPA0754,2024-12-16 06:45:12
54783,599,f,LPA0768,2024-12-16 06:45:12
54780,364,f,LPA0724,2024-12-16 06:45:12
54778,506,f,LPA0706,2024-12-16 06:45:12
54779,371,f,LPA0716,2024-12-16 06:45:12
54784,505,f,LPA0706,2024-12-16 06:46:11
54785,370,f,LPA0716,2024-12-16 06:46:11
54786,162,f,LPA0732,2024-12-16 06:46:11
54787,1175,f,LPA0739,2024-12-16 06:46:11
54788,717,f,LPA0754,2024-12-16 06:46:11
54795,94,f,LPA0755,2024-12-16 06:47:12
54793,803,f,LPA0749,2024-12-16 06:47:12
54792,1176,f,LPA0739,2024-12-16 06:47:12
54794,1486,f,LPA0750,2024-12-16 06:47:12
54790,369,f,LPA0716,2024-12-16 06:47:12
54789,506,f,LPA0706,2024-12-16 06:47:12
54791,259,f,LPA0729,2024-12-16 06:47:12
54796,347,f,LPA0702,2024-12-16 06:48:09
54797,507,f,LPA0706,2024-12-16 06:48:09
54798,1171,f,LPA0739,2024-12-16 06:48:09
